Public Flag+AHw-Attending SAU+AF8-ID+AHw-SAU+AHw-SAU Type+AHw-School ID+AHw-School+AHw-4YO+AHw-EK+AHw-K+AHw-1+AHw-2+AHw-3+AHw-4+AHw-5+AHw-6+AHw-7+AHw-8+AHw-9+AHw-10+AHw-11+AHw-12+AHw-Student Count+AHw-Responded (Y/N)
Y+AHw-1000+AHw-Acton+AHw-Municipality+AHw-1129+AHw-Acton Elementary School+AHw-25+AHw-1+AHw-14+AHw-21+AHw-15+AHw-36+AHw-17+AHw-16+AHw-22+AHw-26+AHw-17+AHw-0+AHw-0+AHw-0+AHw-0+AHw-210+AHw-
Y+AHw-1284+AHw-Airline CSD+AHw-AOS Member Entity+AHw-1835+AHw-Airline Community School+AHw-5+AHw-0+AHw-3+AHw-3+AHw-3+AHw-6+AHw-2+AHw-9+AHw-2+AHw-1+AHw-7+AHw-0+AHw-0+AHw-0+AHw-0+AHw-41+AHw-
Y+AHw-1001+AHw-Alexander+AHw-AOS Member Entity+AHw-1130+AHw-Alexander Elementary+AHw-3+AHw-0+AHw-2+AHw-5+AHw-7+AHw-3+AHw-2+AHw-3+AHw-5+AHw-3+AHw-5+AHw-0+AHw-0+AHw-0+AHw-0+AHw-38+AHw-
Y+AHw-3238+AHw-Andover+AHw-Municipality+AHw-1643+AHw-Andover Elementary School+AHw-0+AHw-0+AHw-4+AHw-9+AHw-2+AHw-5+AHw-4+AHw-6+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-30+AHw-
Y+AHw-1004+AHw-Appleton+AHw-Union+AHw-1132+AHw-Appleton Village School+AHw-0+AHw-0+AHw-14+AHw-13+AHw-20+AHw-12+AHw-14+AHw-17+AHw-9+AHw-17+AHw-17+AHw-0+AHw-0+AHw-0+AHw-0+AHw-133+AHw-
Y+AHw-1296+AHw-Arthur R. Gould Sch+AC0ALQ-LCYDC+AHw-State Operated+AHw-1854+AHw-Arthur R. Gould Sch+AC0ALQ-LCYDC+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-9+AHw-7+AHw-22+AHw-38+AHw-
Y+AHw-3231+AHw-Athens+AHw-Municipality+AHw-1737+AHw-Athens Community School+AHw-5+AHw-3+AHw-8+AHw-13+AHw-9+AHw-8+AHw-12+AHw-11+AHw-8+AHw-9+AHw-15+AHw-0+AHw-0+AHw-0+AHw-0+AHw-101+AHw-Y
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1144+AHw-Auburn Middle School+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-285+AHw-267+AHw-0+AHw-0+AHw-0+AHw-0+AHw-552+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1134+AHw-East Auburn Community School+AHw-16+AHw-0+AHw-23+AHw-25+AHw-29+AHw-22+AHw-25+AHw-17+AHw-19+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-176+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1142+AHw-Edward Little High School+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-259+AHw-232+AHw-270+AHw-246+AHw-1007+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1135+AHw-Fairview School+AHw-56+AHw-5+AHw-70+AHw-83+AHw-70+AHw-72+AHw-62+AHw-83+AHw-69+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-570+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1908+AHw-Park Avenue Elementary School+AHw-30+AHw-1+AHw-55+AHw-57+AHw-44+AHw-53+AHw-53+AHw-45+AHw-55+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-393+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1143+AHw-Sherwood Heights Elementary Sch+AHw-37+AHw-1+AHw-50+AHw-49+AHw-43+AHw-55+AHw-59+AHw-49+AHw-45+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-388+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1140+AHw-Walton School+AHw-25+AHw-0+AHw-37+AHw-27+AHw-34+AHw-30+AHw-32+AHw-28+AHw-43+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-256+AHw-
Y+AHw-1007+AHw-Auburn+AHw-Municipality+AHw-1138+AHw-Washburn School+AHw-17+AHw-0+AHw-36+AHw-33+AHw-31+AHw-34+AHw-34+AHw-33+AHw-30+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-248+AHw-Y
Y+AHw-1008+AHw-Augusta+AHw-Municipality+AHw-2602+AHw-Cony+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-161+AHw-146+AHw-178+AHw-181+AHw-157+AHw-175+AHw-998+AHw-Y
Y+AHw-1008+AHw-Augusta+AHw-Municipality+AHw-1151+AHw-Farrington School+AHw-0+AHw-0+AHw-52+AHw-60+AHw-52+AHw-62+AHw-47+AHw-49+AHw-48+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-370+AHw-
Y+AHw-1008+AHw-Augusta+AHw-Municipality+AHw-1148+AHw-Lillian Parks Hussey School+AHw-0+AHw-0+AHw-39+AHw-40+AHw-43+AHw-35+AHw-42+AHw-41+AHw-41+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-281+AHw-Y
Y+AHw-1008+AHw-Augusta+AHw-Municipality+AHw-1152+AHw-Lincoln School+AHw-0+AHw-0+AHw-44+AHw-40+AHw-40+AHw-46+AHw-40+AHw-38+AHw-44+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-292+AHw-Y
Y+AHw-1008+AHw-Augusta+AHw-Municipality+AHw-1150+AHw-Sylvio J Gilbert School+AHw-97+AHw-0+AHw-42+AHw-34+AHw-33+AHw-41+AHw-32+AHw-24+AHw-42+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-345+AHw-
Y+AHw-1009+AHw-Baileyville+AHw-AOS Member Entity+AHw-1155+AHw-Woodland Elementary School+AHw-16+AHw-0+AHw-15+AHw-16+AHw-14+AHw-25+AHw-20+AHw-17+AHw-15+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-0+AHw-138+AHw-
