Acton 3,624,661.06 983,677.52 0.00 0.00 3,624,661.06 983,677.52 4,608,338.58 193.5 106.0 299.5 18,732.10 9,279.98 15,386.77
Airline CSD 412,965.26 279,276.30 0.00 0.00 412,965.26 279,276.30 692,241.56 34.5 21.0 55.5 11,970.01 13,298.87 12,472.82
Alexander 502,290.40 232,467.90 71,023.61 0.00 431,266.79 232,467.90 663,734.69 40.5 21.0 61.5 10,648.56 11,069.90 10,792.43
Appleton 1,632,572.94 0.00 0.00 0.00 1,632,572.94 0.00 1,632,572.94 138.0 0.0 138.0 11,830.24 11,830.24
Athens 1,354,045.06 563,584.35 34,248.10 0.00 1,319,796.96 563,584.35 1,883,381.31 117.5 54.5 172.0 11,232.31 10,341.00 10,949.89
Auburn 22,353,561.57 10,839,280.17 23,940.93 213,836.91 22,329,620.64 10,625,443.26 32,955,063.90 2,594.5 992.0 3,586.5 8,606.52 10,711.13 9,188.64
Augusta 12,722,785.28 8,529,808.88 34,110.02 789,854.25 12,688,675.26 7,739,954.63 20,428,629.89 1,552.5 605.5 2,158.0 8,173.06 12,782.75 9,466.46
Baileyville 1,472,735.09 1,880,573.44 100,033.44 672,111.33 1,372,701.65 1,208,462.11 2,581,163.76 159.0 73.5 232.5 8,633.34 16,441.66 11,101.78
Bancroft 135,548.66 31,198.76 0.00 0.00 135,548.66 31,198.76 166,747.42 7.5 2.5 10.0 18,073.15 12,479.50 16,674.74
Bangor 26,491,148.24 12,076,238.90 30,073.31 1,210,057.02 26,461,074.93 10,866,181.88 37,327,256.81 2,629.5 991.0 3,620.5 10,063.16 10,964.87 10,309.97
Bar Harbor 4,998,538.49 0.00 22,017.39 0.00 4,976,521.10 0.00 4,976,521.10 366.0 0.0 366.0 13,597.05 13,597.05
Baring Plt 163,686.52 112,879.79 0.00 0.00 163,686.52 112,879.79 276,566.31 20.5 8.0 28.5 7,984.71 14,109.97 9,704.08
Beals 673,900.83 0.00 0.00 0.00 673,900.83 0.00 673,900.83 66.0 0.0 66.0 10,210.62 10,210.62
Beaver Cove 40,542.17 11,895.32 0.00 0.00 40,542.17 11,895.32 52,437.49 3.0 1.0 4.0 13,514.06 11,895.32 13,109.37
Beddington 17,664.00 0.00 0.00 0.00 17,664.00 0.00 17,664.00 2.0 0.0 2.0 8,832.00 8,832.00
